medcod;mefcod;mednom;medpres;medcnc;medtip;medpet;medff;medest;medestvta;medfactper;medtranac;medtraloc;medcomp;medps;medcs;medhi;medact;medindvcto;prdpreadq;prdpredist;prdpreope;prdindact;prdstkmin;prdstkmax;prdptorep;prdsit;prdadi;prdfechult;medregsan;preadq_do;predis_do;preope_do;prdtipomed;mednomabr;mednarcot;mnarcot;tiponc;fecultprec;codigo_sig;fechavrs;prdstkprom
21608;;FRASCO DE PLASTICO HUMIDIFICADOR DE OXIGENO ESTANDAR X 500 mL;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;493700142053;;0
21620;;BILIRRUBINA TOTAL Y DIRECTA;1 DET;;I;_;UNIDAD;_;;;;;;_;_;_;1;S;0.182692;0.205529;0.220000;;;;;1;N;28/05/2023;;0;0;0;X;;;;;28/05/2023;351100020117;;
21632;;HEMOGLOBINA GLICOSILADA;1 DET;;I;_;UNIDAD;_;1;;;;;_;_;_;1;;13.8;15.525000;17.250000;;;;;1;N;26/12/2022;;;;;X;;;;;26/12/2022;358600090576;;
21643;;HIERRO POLIMALTOSA;2 mL;50 mg/mL;M;_;SOLUCION;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;582800170003;;
21648;;FERROSO SULFATO HEPTAHIDRATO;75 mL;25 mg de Fe/mL;M;P;SOLUCION;S;1;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;10/05/2018;582800230032;;
21652;;FACTOR VIII DE COAGULACION HUMANA;;250 UI;M;P;INYECTABLE;E;;;;;;_;_;_;1;;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582900050007;;0
21735;;ALCOHOL YODADO;1 L;1 g/100 mL;M;_;SOLUCION;_;;;;;;_;_;_;1;S;10.5;;;;;;;1;N;31/10/2023;;0;0;0;X;;;;;31/10/2023;586600180010;;
21736;;ALCOHOL YODADO;120 mL;1 g/100 mL;M;_;SOLUCION;_;;;;;;_;_;_;1;;1.2;1.350000;1.500000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;18/12/2017;586600180008;;0
21750;;CARBOMERO;12 g;200 mg/100 g;M;_;GEL;E;;;;;;_;_;_;1;S;16.52;18.585000;20.650000;;;;;1;N;23/03/2023;;0;0;0;X;;;;;23/03/2023;584400370001;;
21797;;OTROS ANTISEPTICOS Y DESINFECTANTES;1 L;;M;_;SOLUCION;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583600170020;;0
21834;;SISTEMA DE FIJACION DE OSTEOSINTESIS CRANEAL;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900330027;;
21847;;VACUNA CONTRA LA DIFTERIA Y TETANOS (DT ADULTO);1 DOSIS;;M;P;INYECTABLE;E;;1;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;10/05/2018;584300160006;;
21859;;SOLUCION PARA HEMODIALISIS CON BICARBONATO;4 L;;M;P;SOLUCION;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;584700060001;;
21864;;SURFACTANTE PULMONAR DE ORIGEN NATURAL (SUSPENSION INTRATRAQUEAL);8 mL;25 mg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;585000010003;;0
21870;;N-ACETIL-L-CISTEINA;10 g;;I;_;UNIDAD;S;1;;;;;_;_;_;1;;260;292.500000;325.000000;;;;;1;N;9/08/2022;;;;;X;;;;;9/08/2022;351000020774;;
21872;;ALCOHOL ACIDO P.A.;1 L;;I;_;SOLUCION;_;1;;;;;_;_;_;1;;27;30.375000;33.750000;;;;;1;N;6/08/2020;;;;;X;;;;;;355800020046;;
21887;;TUBO ENDOTRAQUEAL ANILLADO 4.5 mm CON GLOBO;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700630273;;
21888;;TUBO ENDOTRAQUEAL ANILLADO Nº 8 CON CUFF;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700630236;;
21889;;TUBO ENDOTRAQUEAL ANILLADO 8.5 mm CON GLOBO;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700630237;;
21898;;KANAMICINA;4 mL;1 g;M;P;INYECTABLE;E;;;;;;_;_;_;1;;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;10/05/2018;581700100005;;0
21900;;CICLOPENTOLATO CLORHIDRATO (SOLUCION OFTALMICA);5 mL;10 mg/mL;M;P;SOLUCION;E;;;;;;_;_;_;1;;33.98;38.230000;42.480000;;;;;1;N;9/07/2021;;0;0;0;X;;;;;;583400010002;;
21909;;REACTIVO DE TRIGLICERIDOS ENZIMATICO;250 DET;;I;_;KIT;_;;;;;;_;_;_;1;S;110;123.750000;137.500000;;;;;1;N;28/05/2023;;0;0;0;X;;;;;28/05/2023;351100020408;;
21912;;JERINGA PERFUSORA DESCARTABLE COUER 200 mL P/INYECTOR AUTOMATICO DE TOMOGRAFO ESPIRAL MULTICORTE;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700050344;;
21923;;LAMINILLA CUBRE OBJETO 22 mm X 22 mm X 100 UNIDADES;;;I;_;UNIDAD;_;;;;;;_;_;_;1;S;;;;;0;0;0;1;N;20/01/2024;;0;0;0;X;;;;;20/01/2024;512000180002;;
21927;;CITOCEPILLO PARA PAPANICOLAU X 100;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;30.8;34.650000;38.500000;;;;;1;N;21/10/2020;;;;;X;;;;;;495700741692;;
21937;;TUBO ENDOBRONQUIAL DOBLE LUMEN IZQUIERDO N° 39;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701020041;;
21938;;MASCARA DE ANESTESIA Nº 4;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700400019;;
21939;;MASCARA DE ANESTESIA Nº 6;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700400154;;
21947;;TORNILLO DE TITANIO AUTORROSCANTE 2.4 mm X 10 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900300086;;
21948;;TORNILLO DE BLOQUEO 2.0 mm X 6 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900300200;;
21962;;JUEGO DE LETRAS DE PLOMO DE A-Z TAMAÑO 6 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;497000020341;;0
21964;;SULFATO FERROSO AMONIACAL P.A.;1 Kg;;I;_;SOLUCION;S;1;;;;;_;_;_;1;;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;351000023495;;0
21965;;L-ASPARAGINA ANHIDRA;100 g;;I;_;UNIDAD;S;1;;;;;_;_;_;1;;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;351000023726;;0
21966;;SOBRES DE SISTEMA DIOXIDO DE CARBONO MICROAEROFILIA 10 % 10 UNIDADES;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;355800020019;;0
21972;;HOJA DE SIERRA 15 mm X 6.0 mm X 0.38 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700741779;;
21973;;PLACA ANGULADA DHS 135º X 6 AGUJEROS X 60 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900220295;;
21996;;ROTULA CLAVO - TUBO DOBLE FUNCION;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900010424;;
21997;;ROTULA TUBO - TUBO;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900010425;;
22006;;CATETER PARA DIALISIS PERITONEAL BLANDO RECTO 2 CUFF X 15 cm X 37 cm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700190630;;
22011;;EQUIPO DE ASPIRACION PORTATIL DESCARTABLE Nº 4.8;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495100131286;;
22017;;FRASCO PARA MUESTRA DE ORINA CON TAPA 30 mL;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;512000150510;;
22025;;VASO DE PRECIPITACION DE VIDRIO 250 mL;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;512000320114;;0
22028;;AGUJA GUIA 1.1 mm X 150 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701070056;;
22030;;PRESERVATIVO FEMENINO;;;I;_;UNIDAD;E;;;;;;_;_;_;1;;1.56732;1.763235;1.950000;;;;;1;N;1/07/2022;;0;0;0;X;;;;;1/07/2022;495701980003;;
22035;;PASTA DENTIFRICA MEDICADA;90 g;;I;_;UNIDAD;_;;;;;;_;_;_;1;S;;;;;0;0;0;1;N;20/01/2024;;0;0;0;X;;;;;20/01/2024;492900090021;;
22037;;"LLAVE EN ""Y"" DESCARTABLE CON VALVULA HEMOSTATICA";;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700380017;;
22071;;TORNILLO DE BLOQUEO 3.5 mm X 30 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900300250;;
22076;;TUBO EN T MONTGOMERY Nº 12;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700620036;;
22082;;"MINIPLACA DE TITANIO ""L"" A LA IZQUIERDA 5 AGUJEROS";;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900220320;;
22084;;SUTURA DE ACERO PARA MARCAPASO 2/0 C/A 1/2 CIRCULO RECTA 26 mm X 60 cm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700560579;;
22086;;SUTURA NAILON AZUL MONOFILAMENTO 6/0 C/A 3/8 CIRCULO CORTANTE 20 mm X 75 cm;;;I;_;UNIDAD;S;1;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;10/05/2018;495701360367;;
22087;;SUTURA POLIPROPILENO MONOFILAMENTO 2/0 C/A CIRCULO REDONDA 25 mm X 75 cm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;;;
22090;;"BOLSA DE POLIETILENO DE BIOSEGURIDAD PARA AUTOCLAVE DE 14"" X 9"" COLOR ROJO X 100";;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;512000281439;;
22105;;SUTURA NAILON AZUL MONOFILAMENTO 4/0 C/A 1/2 CIRCULO CORTANTE 20 mm X 75 cm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;2.2;2.475000;2.750000;;;;;1;N;01/05/2023;;0;0;0;X;;;;;10/05/2018;495701360347;;
22108;;SUTURA ACIDO POLIGLICOLICO 3/0 C/A 1/2 CIRCULO CORTANTE 20 mm X 70 cm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701350553;;
22109;;OXIDO DE ZINC;45 g;;I;_;POLVO;_;;;;;;_;_;_;1;S;3.3;3.712500;4.120000;;;;;1;N;28/05/2023;;0;0;0;X;;;;;28/05/2023;492900410006;;
22122;;CATETER PERCUTANEO CON INTRODUCTOR PELABLE 1 FR X 20 cm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700190678;;
22126;;ALGINATO (USO DENTAL);450 g;;I;_;SOLUCION;_;;;;;;_;_;_;1;;44.7;50.287500;55.870000;;;;;1;N;26/12/2022;;;;;X;;;;;26/12/2022;492900440047;;
22128;;RESINA FLUIDA A2 X 2 g;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;32;36.000000;40.000000;;;;;1;N;1/05/2020;;0;0;0;X;;;;;;492900130065;;
22129;;RESINA FLUIDA A3 X 2 g;;;I;_;UNIDAD;_;;;;;;_;_;_;1;S;37.5;;;;0;0;0;1;N;21/12/2023;;0;0;0;X;;;;;21/12/2023;492900130074;;
22147;;PRUEBA RAPIDA PARA DIAGNOSTICO DE SIFILIS (RPR);30 DET;;I;_;KIT;E;;;;;;_;_;_;1;;50.928;57.294000;63.660000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;10/05/2018;358600092337;;
22148;;PRUEBA RAPIDA PARA VIH 1-2;30 DET;;I;_;KIT;E;;;;;;_;_;_;1;;68.4;76.950000;85.500000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;10/05/2018;358600091222;;
22149;;PRUEBA RAPIDA PARA VIH 1-2;20 DET;;I;_;KIT;E;;;;;;_;_;_;1;;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;358600091465;;0
22150;;CANULA DE SONOHISTEROGRAFIA;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700940079;;
22174;;VALVULA DE SISTEMA DE DERIVACION VENTRICULO PERITONEAL DE PRESION MEDIA ADULTO;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701450025;;
22187;;INSULINA ISOFANA HUMANA (NPH) ADN RECOMBINANTE;10 mL;100 UI/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;;13.98;15.727500;17.480000;;0;0;0;1;N;1/06/2020;;0;0;0;X;;;;;;584000060021;;0
22189;;SUTURA CATGUT CROMICO 2/0 C/A 1/2 CIRCULO CORTANTE 30 mm X 70 cm;;;I;_;UNIDAD;S;1;;;;;_;_;_;1;;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;495700570362;;0
22197;;OBTURADOR DESCARTABLE PARA PROLONGADOR DEL SISTEMA DE DIALISIS PERITONEAL;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700741928;;
22202;;CATETER VENOSO CENTRAL DOBLE LUMEN 5 FR X 13 cm;;;I;_;UNIDAD;S;1;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;10/05/2018;495701490025;;
22211;;PRUEBA RAPIDA PARA HEPATITIS B;30 DET;;I;_;KIT;_;;;;;;_;_;_;1;;38.94;43.810000;48.680000;;;;;1;N;13/09/2021;;0;0;0;X;;;;;13/09/2021;358600091647;;
22213;;LIMAS SET PARA ENDODONCIA DEL 45-80 (2da SERIE) DE 25 mm X 6;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;16.5;18.562500;20.630000;;;;;1;N;14/11/2019;;;;;X;;;;;;492900150035;;
22225;;PAPEL LENTE PARA MICROSCOPIO 100 mm X 15 mm X 25 UNIDADES;;;I;_;UNIDAD;S;1;;;;;_;_;_;1;;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;10/05/2018;512000210286;;0
22229;;SUTURA ACIDO POLIGLICOLICO 4/0 C/A 1/2 CIRCULO REDONDA 15 mm X 70 cm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701350483;;
22233;;ZINC SULFATO;;20 mg de Zn;M;P;TABLETA;_;;;;;;_;_;_;1;S;;;;;0;0;0;1;N;20/01/2024;;0;0;0;X;;;;;20/01/2024;585200160011;;
22250;;"AGUJA CARPULE DENTAL DESCARTABLE Nº 27 G X 5/8""";;;I;_;UNIDAD;S;1;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;492900010025;;
22252;;TUBO ENDOTRAQUEAL DESCARTABLE Nº 7.5 CON BALON;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;4.1;4.612500;5.130000;;0;0;0;1;N;6/11/2019;;0;0;0;X;;;;;27/04/2019;495700630019;;0
22256;;"CATETER ENDOVENOSO PERIFERICO Nº 20 G X 1 1/4""";;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0.76;0.855000;0.950000;;;;;1;N;1/12/2022;;0;0;0;X;;;;;1/12/2022;495700210009;;
22272;;DISCO DE SENSIBILIDAD DE CEFEPIME;50 DISCOS;30 ug;I;_;UNIDAD;_;;;;;;_;_;_;1;;12;13.500000;15.000000;;;;;1;N;21/09/2022;;;;;X;;;;;21/09/2022;358600010054;;
22280;;EQUIPO DE IRRIGACION VESICAL SIMPLE DESCARTABLE;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700741778;;
22282;;MARCAPASO UNICAMERAL PERMANENTE PARA PACIENTE;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700741733;;
22283;;"TUBO EN ""T"" DE PLASTICO PARA OXIGENO";;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;493700142147;;
22286;;SUTURA ACIDO POLIGLICOLICO 5/0 C/A 3/8 CIRCULO CORTANTE 20 mm x 70 cm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;495701350030;;0
22291;;OXIGENO MEDICINAL;m3;99.5 %;M;_;LIQUIDO;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;580100160001;;
22299;;DISCO DE SENSIBILIDAD DE NORFLOXACINO;50 DISCOS;10 ug;I;_;UNIDAD;_;;;;;;_;_;_;1;;12;13.500000;15.000000;;;;;1;N;21/09/2022;;;;;X;;;;;21/09/2022;358600010834;;
22300;;DISCO DE SENSIBILIDAD DE OXACILINA;50 DISCOS;1 µg;I;_;UNIDAD;_;;;;;;_;_;_;1;;12;13.500000;15.000000;;;;;1;N;21/09/2022;;;;;X;;;;;21/09/2022;358600010094;;
22303;;DISCO DE SENSIBILIDAD DE TETRACICLINA;50 DISCOS;30 µg;I;_;UNIDAD;_;;;;;;_;_;_;1;;12;13.500000;15.000000;;;;;1;N;21/09/2022;;;;;X;;;;;21/09/2022;358600010105;;
22308;;PAPEL CREPADO 1.20 m X 1.20 m X 125 UNIDADES;;;I;_;UNIDAD;_;1;;;;;_;_;_;1;;201;226.125000;251.250000;;;;;1;N;17/08/2022;;;;;X;;;;;17/08/2022;495700960008;;
22310;;DISCO DE SENSIBILIDAD DE AMPICILINA + SULBACTAM;50 DISCOS;10 ug + 10 ug;I;_;UNIDAD;_;;;;;;_;_;_;1;;12;13.500000;15.000000;;;;;1;N;21/09/2022;;;;;X;;;;;21/09/2022;358600010046;;
22311;;DISCO DE SENSIBILIDAD DE BACITRACINA;50 DISCOS;0.04 UI;I;_;UNIDAD;_;;;;;;_;_;_;1;;22;24.750000;27.500000;;;;;1;N;21/09/2022;;;;;X;;;;;21/09/2022;358600010049;;
22312;;DISCO DE SENSIBILIDAD DE CEFAZOLINA;50 DISCOS;30 ug;I;_;UNIDAD;_;;;;;;_;_;_;1;;12;13.500000;15.000000;;;;;1;N;21/09/2022;;;;;X;;;;;21/09/2022;358600010506;;
22313;;DISCO DE SENSIBILIDAD DE CEFOTAXIMA;50 DISCOS;30 µg;I;_;UNIDAD;_;;;;;;_;_;_;1;;12;13.500000;15.000000;;;;;1;N;21/09/2022;;;;;X;;;;;21/09/2022;358600010058;;
22315;;DISCO DE SENSIBILIDAD DE NITROFURANTOINA;50 DISCOS;300 ug;I;_;UNIDAD;_;;;;;;_;_;_;1;;12;13.500000;15.000000;;;;;1;N;21/09/2022;;;;;X;;;;;21/09/2022;358600010317;;
22318;;DISCO DE SENSIBILIDAD DE ERITROMICINA;50 DISCOS;15 ug;I;_;UNIDAD;_;;;;;;_;_;_;1;;12;13.500000;15.000000;;;;;1;N;21/09/2022;;;;;X;;;;;21/09/2022;358600010639;;
22323;;DISCO DE SENSIBILIDAD DE CLINDAMICINA;50 DISCOS;2 ug;I;_;UNIDAD;S;1;;;;;_;_;_;1;;12;13.500000;15.000000;;;;;1;N;28/09/2022;;;;;X;;;;;28/09/2022;358600010641;;
22335;;DISCO DE SENSIBILIDAD DE TICARCILINA;50 DISCOS;75 ug;I;_;UNIDAD;_;;;;;;_;_;_;1;;12;13.500000;15.000000;;;;;1;N;21/09/2022;;;;;X;;;;;21/09/2022;358600010327;;
22342;;LAPIZ MARCADOR DE PIEL PARA CIRUGIA;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700741154;;
22351;;"AGUJA PARA JERINGA DE INSULINA TIPO LAPICERO Nº 31 G X 5/16""";;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700030132;;
22352;;CARTUCHO PARA ANALIZADOR DE GASES ARTERIALES Y ELECTROLITOS;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;512000281323;;
22355;;AGUJA DE BIOPSIA DE MAMA REPOSICIONABLE Nº 20 G X 10 cm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701070154;;
22357;;APOSITO HIDROCOLOIDE EXTRAFINO 10 cm X 10 cm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495701410099;;
22358;;APOSITO HIDROCOLOIDE GRUESO 10 cm X 10 cm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;495701410100;;0
22360;;MASCARILLA DESCARTABLE PARA USO QUIRURGICO;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;495700410001;;0
22362;;TUBO ENDOTRAQUEAL DESCARTABLE Nº 6.5 CON BALON;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700630031;;
22363;;TUBO ENDOTRAQUEAL DESCARTABLE Nº 5.5 CON BALON;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700630029;;
22364;;TUBO ENDOTRAQUEAL DESCARTABLE Nº 6.0 CON BALON;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495700630030;;
22365;;TUBO ENDOTRAQUEAL DESCARTABLE Nº 7.0 CON BALON;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;4.1;4.612500;5.130000;;;;;1;N;6/11/2019;;;;;X;;;;;;495700630017;;
22377;;GRAPADORA QUIRURGICA LINEAL PARA CIRUGIA ABIERTA 60 mm;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;495100132019;;
22380;;PRUEBA RAPIDA PARA VIH 1-2;25 DET;;I;_;KIT;E;;;;;;_;_;_;1;;94.263;106.046000;117.800000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;;358600091102;;
22381;;DISCO DE SENSIBILIDAD DE CEFALOTINA;50 DISCOS;30 ug;I;_;UNIDAD;_;;;;;;_;_;_;1;;12;13.500000;15.000000;;;;;1;N;21/09/2022;;;;;X;;;;;21/09/2022;358600010302;;
22382;;DISCO DE SENSIBILIDAD DE OFLOXACINO;50 DISCOS;5 ug;I;_;UNIDAD;_;;;;;;_;_;_;1;;12;13.500000;15.000000;;;;;1;N;21/09/2022;;;;;X;;;;;21/09/2022;358600010093;;
22383;;DISCO DE SENSIBILIDAD DE PENICILINA;50 DISCOS;10 ug;I;_;UNIDAD;_;;;;;;_;_;_;1;;12;13.500000;15.000000;;;;;1;N;21/09/2022;;;;;X;;;;;21/09/2022;358600010322;;
22387;;SULFATO DE ALUMINIO Y AMONIO;1 Kg;;I;_;SOLUCION;_;;;;;;_;_;_;1;;169;190.125000;211.250000;;;;;1;N;24/08/2022;;;;;X;;;;;24/08/2022;351000022007;;
22388;;PIEDRA MONTADA PARA DESGASTAR ACRILICO FORMA DE PERA CHICA;;;I;_;UNIDAD;_;1;;;;;_;_;_;1;;1.43;1.608750;1.780000;;;;;1;N;26/12/2022;;;;;X;;;;;26/12/2022;495100280005;;
22395;;DISCO DE SENSIBILIDAD DE CEFOPERAZONA;50 DISCOS;75 ug;I;_;UNIDAD;_;;;;;;_;_;_;1;;12;13.500000;15.000000;;;;;1;N;21/09/2022;;;;;X;;;;;21/09/2022;358600010056;;
22400;;PROTESIS DE CADERA TOTAL NO CEMENTADA;;;I;_;UNIDAD;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;496900360225;;
22405;;ENVASE DE PLASTICO CON TAPA ROSCA PARA ESPUTO 60 mL;;;I;_;UNIDAD;E;;;;;;_;_;_;1;;0.19;0.190000;0.190000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;10/05/2018;512000230100;;
